id,judul_berita,deskripsi_kejadian,lokasi_kejadian,waktu_kejadian,kategori_kejahatan,label_urgensi,sumber,url,scraped_at
11,"Meski Lolos Hukuman Mati, Alvi Pemutilasi Tiara Ajukan Banding","Alvi Maulana (24), terdakwa pembunuhan dan mutilasi pacarnya, Tiara Angelina Saraswati (25) menjadi 621 potongan, keberatan divonis penjara seumur hidup oleh majelis hakim Pengadilan Negeri (PN) Mojokerto. Oleh sebab itu, tim penasihat hukumnya (PH) bakal mengajukan banding. Majelis hakim yang diketuai Jenny Tulak, serta hakim anggota Tri Sugondo dan Made C Buana menyatakan Alvi terbukti melakukan tindak pidana Pasal 459 KUHP tentang Pembunuhan Berencana. Mereka menjatuhkan vonis penjara seumur hidup kepada terdakwa. Vonis majelis hakim sama dengan tuntutan Jaksa Penuntut Umum (JPU) Kejaksaan Negeri Kabupaten Mojokerto pada pada Senin (6/4). Merepons vonis tersebut, Tim PH Alvi dari LBH Rahmatan Lil Alamin Jombang langsung menyatakan akan mengajukan banding. Sehingga perkara ini belum inkrah. ""Berkaitan putusan yang sama dengan tuntutan JPU, kami langsung menyampaikan akan mengajukan banding. Mudah-mudahan nanti di upaya banding ada perbaikan bisa turun daripada putusan,"" terang PH Alvi, Edi Haryanto di PN Mojokerto, Senin (27/4/2026). Vonis penjara seumur hidup, lanjut Edi, tentu memberatkan kliennya. Sebab ia menilai Alvi tidak terbukti melakukan pembunuhan berencana. Seperti yang pihaknya sampaikan dalam pledoi, argumentasi hukumnya berpedoman pada keterangan saksi ahli psikologi forensik yang dihadirkan JPU dalam persidangan.",Mojokerto,"Senin, 27 Apr 2026 19:20",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/hukum-dan-kriminal/d-8464027/meski-lolos-hukuman-mati-alvi-pemutilasi-tiara-ajukan-banding,2026-04-28 13:12:43
12,Alvi Pemutilasi Tiara Divonis Penjara Seumur Hidup,"Majelis hakim Pengadilan Negeri (PN) Mojokerto menjatuhkan vonis penjara seumur hidup terhadapAlvi Maulana(24), terdakwa pembunuhan disertai mutilasi pacarnya, Tiara Angelina Saraswati (25). Vonis ini sama dengan tuntutan jaksa penuntut umum (JPU. Sidang vonis terhadap Alvi digelar terbuka di Ruangan Cakra, PN Mojokerto, Senin (27/4/2026) sekitar pukul 13.00 WIB. Terdakwa didampingi tim penasihat hukumnya dari LBH Rahmatan Lil Alamin Jombang. Tim JPU juga mengikuti jalannya sidang. Pembacaan putusan untuk Alvi dipimpin ketua majelis hakim Jenny Tulak serta hakim anggota Tri Sugondo dan Made C Buana. Dalam vonisnya, hakim menyatakan Alvi terbukti bersalah melakukan tindak pidana Pasal 459 UU Nomor 1 Tahun 2023 tentang KUHP tentang pembunuhan berencana. ""Menjatuhkan pidana kepada terdakwa oleh karena itu dengan pidana penjara selama seumur hidup,"" tegas hakim Jenny saat membacakan amar putusannya, seperti dilansirdetikJatim.",,"Senin, 27 Apr 2026 17:51",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8463894/alvi-pemutilasi-tiara-divonis-penjara-seumur-hidup,2026-04-28 13:12:51
13,"Lolos Hukuman Mati, Alvi Pemutilasi Tiara Divonis Penjara Seumur Hidup","Alvi Maulana (24), terdakwa pembunuhan disertai mutilasi pacarnya, Tiara Angelina Saraswati (25) divonis penjara seumur hidup. Majelis hakim Pengadilan Negeri (PN) Mojokerto menyatakan Alvi terbukti melakukan pembunuhan berencana. Sidang vonis terhadap Alvi digelar terbuka di Ruangan Cakra, PN Mojokerto sekitar pukul 13.00 WIB. Terdakwa didampingi tim penasihat hukumnya dari LBH Rahmatan Lil Alamin Jombang. Tim jaksa penuntut umum (JPU) juga mengikuti jalannya sidang. Pembacaan putusan untuk Alvi dipimpin Ketua Majelis Hakim Jenny Tulak, serta hakim anggota Tri Sugondo dan Made C Buana. Dalam vonisnya, hakim menyatakan Alvi terbukti bersalah melakukan tindak pidana Pasal 459 UU Nomor 1 Tahun 2023 tentang KUHP tentang pembunuhan berencana. ""Menjatuhkan pidana kepada terdakwa oleh karena itu dengan pidana penjara selama seumur hidup,"" tegas hakim Jenny saat membacakan amar putusannya, Senin (27/4/2026).",Mojokerto,"Senin, 27 Apr 2026 17:40",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/hukum-dan-kriminal/d-8463875/lolos-hukuman-mati-alvi-pemutilasi-tiara-divonis-penjara-seumur-hidup,2026-04-28 13:12:55
14,"Buronan Kasus Pembunuhan dari Amerika Masuk ke Bali, Berujung Dideportasi","Buronan kasus pembunuhan dari Amerika Serikat berhasil masuk ke Bali. Namun, dia akhirnya ditangkap di bandara dan dideportasi. Warga negara (WN) Amerika Serikat (AS) berinisial AJP dideportasi dari Bali pada Kamis (23/4). AJP ternyata seorang buronan kasus pembunuhan di California Selatan, AS. AJP sebelumnya ditangkap di Bandara Internasional I Gusti Ngurah Rai, Badung, Bali pada Sabtu (17/1/2026). Dua hari kemudian, pria itu diserahkan ke Direktorat Jenderal (Ditjen) Imigrasi Kementerian Imigrasi dan Pemasyarakatan (Kemenimipas). Dia lalu diawasi secara ketat, serta ditempatkan di ruang detensi. Selama proses tersebut, Imigrasi berkoordinasi dengan Pemerintah AS untuk memastikan kelengkapan administrasi pemulangan AJP. AJP akhirnya resmi dideportasi dengan pengawalan US Marshals setelah diserahkan kepada Kedutaan Besar AS pada Kamis (23/4) pekan lalu.",California Selatan,"Senin, 27 Apr 2026 17:07",Pembunuhan,Tinggi,detik.com,https://travel.detik.com/travel-news/d-8463648/buronan-kasus-pembunuhan-dari-amerika-masuk-ke-bali-berujung-dideportasi,2026-04-28 13:13:03
15,Teka-teki Motif Cole Allen Lakukan Penembakan di Acara Dihadiri Trump,"Pria yang ditangkap setelah tembakan dilepaskan di dalam hotel tempat Acara Makan Malam Wartawan Gedung Putih digelar pada Sabtu malam telah diidentifikasi oleh aparat penegak hukum sebagai Cole Tomas Allen. Tersangka telah ditangkap dan saat ini tengah menjalani perawatan di rumah sakit setelah insiden tersebut. Dia diperkirakan akan didakwa secara resmi pada Senin waktu setempat. Hingga kini, motif serangan itu masih menjadi tanda tanya. Namun setelah ditahan oleh petugas keamanan di dalam Hotel Washington Hilton, dia mengaku kepada aparat penegak hukum bahwa dirinya ingin menembak para pejabat pemerintahan Trump, demikian diungkapkan dua sumber kepadaCBS, mitra BBC di Amerika Serikat. Dalam wawancara pada Minggu dengan programMeet the PressdiNBC, Jaksa Agung sementara AS Todd Blanche mengatakan motif terduga pelaku penembakan tersebut masih dalam penyelidikan.",,"Senin, 27 Apr 2026 13:28",Pembunuhan,Tinggi,detik.com,https://news.detik.com/bbc-world/d-8463272/teka-teki-motif-cole-allen-lakukan-penembakan-di-acara-dihadiri-trump,2026-04-28 13:13:06
16,Suami Bakar Istri di Banyuwangi Meninggal Susul Istrinya,"Terduga pelaku pembakaran istri di Banyuwangi, Sularni (63), meninggal dunia menyusul sang istri, Nur Khasanah (53), yang lebih dulu wafat akibat luka bakar 100 persen. Sularni mengembuskan napas terakhir di ruang ICU RSUD Genteng, sekitar 21 jam setelah istrinya meninggal. Sebelumnya, korban dan terduga pelaku sama-sama menjalani perawatan intensif di ruang perawatan khusus RSUD Genteng. Kondisi Sularni disebut cukup kritis lantaran mengalami luka bakar sekitar 80 persen di tubuhnya dan harus mendapat bantuan pernapasan darurat melalui metode trakeostomi. Kapolresta Banyuwangi Kombes Rofiq Ripto Himawan mengatakan, terduga pelaku dilaporkan meninggal pada Minggu (26/4/2026) sekitar pukul 16.30 WIB. Kabar duka itu kemudian disampaikan kepada tiga anak korban dan terduga pelaku. ""Saya harus menyampaikan berita sedih, kondisi terkini keduanya meninggal dunia dalam hal ini korban yakni istri terduga pelaku dan terduga pelaku itu sendiri. Kami sudah berupaya memberikan pelayanan terbaik kepada korban. Baik pelayanan dan penanganan terhadap dampak dari upaya percobaan pembunuhan pada korban pada saat penahanan awal,"" jelas Rofiq, Senin (27/4/2026). Menurut Rofiq, polisi juga telah memberikan upaya perawatan maksimal kepada terduga pelaku melalui RSUD Genteng. Keduanya sempat direncanakan dirujuk ke RSUD Blambangan Banyuwangi, namun keluarga menolak dengan pertimbangan kondisi korban dan pelaku yang dikhawatirkan tak tertolong selama perjalanan.",,"Senin, 27 Apr 2026 12:24",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/berita/d-8463146/suami-bakar-istri-di-banyuwangi-meninggal-susul-istrinya,2026-04-28 13:13:09
17,"Ratusan Pemimpin Geng MS-13 Diadili, Mottonya Bunuh-Perkosa-Kendalikan","Persidangan massal terhadap 486 orang yang diduga pemimpin geng MS-13 resmi digelar di El Salvador, ungkap kejaksaan agung negara tersebut. Kelompok ini secara kolektif dituduh melakukan lebih dari 47.000 tindak kejahatan antara 2012 hingga 2022, termasuk pembunuhan, pemerasan, serta perdagangan narkoba dan senjata. Di antara terdakwa terdapat orang-orang yang diduga terlibat dalam gelombang kekerasan geng pada Maret 2022, ketika 87 orang tewas hanya dalam satu akhir pekan. Peristiwa itu mendorong Presiden Nayib Bukele untuk mendeklarasikan ""perang melawan geng kriminal"". Kejaksaan tidak memberikan rincian tentang berapa lama persidangan akan berlangsung. Tapi mereka menyatakan memiliki bukti ""meyakinkan"" sehingga memungkinkan penerapan hukuman maksimal bagi mereka yang terbukti bersalah.",,"Senin, 27 Apr 2026 11:16",Pembunuhan,Tinggi,detik.com,https://news.detik.com/bbc-world/d-8463008/ratusan-pemimpin-geng-ms-13-diadili-mottonya-bunuh-perkosa-kendalikan,2026-04-28 13:13:11
18,"AS Kembali Hantam Kapal Diduga Terlibat Narkoba, Total Korban Tewas 185 Orang","Militer Amerika Serikat (AS) melaporkan jumlah korban tewas dalam serangan kapal yang diduga terlibat perdagangannarkoba. Militer AS mengatakan kemarin pihaknya telah menyerang tiga orang, sehingga total orang tewas dalam operasi ini adalah 185 orang. DilansirAFP, Senin (27/4/2026), tiga orang tewas itu diduga terlibat dalam operasi perdagangan narkoba di Samudra Pasifik bagian timur. Serangan terbaru ini -- yang menyusul puluhan serangan serupa dalam beberapa bulan terakhir -- meningkatkan jumlah korban tewas dalam kampanye AS menjadi setidaknya 185 orang, menurut perhitungan yang dikumpulkan olehAFP. Komando militer AS mengatakan kapal yang diserang ""dioperasikan oleh organisasi teroris yang ditunjuk"". Dia juga mengatakan ""intelijen mengkonfirmasi bahwa kapal tersebut melintas di sepanjang rute perdagangan narkoba yang dikenal"". Pemerintahan Trump belum memberikan bukti pasti bahwa kapal-kapal yang telah mereka serang sejak September terlibat dalam perdagangan narkoba, sehingga memicu perdebatan tentang legalitas operasi tersebut.",,"Senin, 27 Apr 2026 09:31",Pembunuhan,Tinggi,detik.com,https://news.detik.com/internasional/d-8462862/as-kembali-hantam-kapal-diduga-terlibat-narkoba-total-korban-tewas-185-orang,2026-04-28 13:13:14
19,"Cinta Segitiga Berdarah, Pria Tewas Ditusuk di Baleendah","Seorang pria berinisial HI tewas dalam peristiwa pembunuhan yang terjadi di Kecamatan Baleendah, Kabupaten Bandung. Insiden berdarah tersebut diduga dipicu konflik cinta segitiga antara korban, pelaku, dan seorang perempuan berinisial LS. Berdasarkan keterangan kepolisian, pelaku diketahui berinisial CS alias Gareng, yang merupakan mantan suami LS. Sementara itu, LS telah menikah kembali secara agama dengan korban HI sekitar dua bulan sebelum kejadian. Peristiwa tragis itu terjadi di Kampung Lembur Tengah, Kelurahan Jelekong, Kecamatan Baleendah, pada Sabtu, 25 April 2026 sekitar pukul 15.30 WIB. Polisi bergerak cepat dan berhasil mengamankan pelaku pada hari yang sama. ""Iya kejadiannya Sabtu 25 April 2026 sekitar pukul 15.30 WIB. Pelaku inisial CS alias Gareng sudah kami amankan,"" ujar Kapolsek Baleendah AKP Hendri Noki, Senin (27/4/2026). Kejadian bermula ketika pelaku mendatangi rumah kerabat LS di Kampung Bera, Kelurahan Jelekong, untuk mencari mantan istrinya. Saat itu, LS diketahui sedang bersama korban HI mengunjungi keluarganya di lokasi tersebut.",Baleendah,"Senin, 27 Apr 2026 08:44",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jabar/hukum-dan-kriminal/d-8462818/cinta-segitiga-berdarah-pria-tewas-ditusuk-di-baleendah,2026-04-28 13:13:28
20,"Tersinggung saat Mabuk Bareng, Adik di Semarang Tikam Kakak hingga Tewas","Seorang adik berinisial A (18) di Kelurahan Kuningan, Kecamatan Semarang Utara, Kota Semarang, Jawa Tengah, menikam kakaknya berinisial MZH (27) hingga korban tewas karena tersinggung dengan ucapan korban. Saat kejadian, keduanya tengah berkumpul sembari meminum alkohol. DilansirdetikJateng, peristiwa itu terjadi pada (25/4/2026) sekira pukul 00.03 WIB. ""Iya benar (terjadi pembunuhan). Ya, jadi mereka ini lagi kumpul-kumpul minum, ada alkohol juga,"" kata Kasat Reskrim Polrestabes Semarang, AKBP Andika Dharmasena saat dihubungi hari ini. Andika menerangkan, saat mereka berkumpul, MZH ada mengatakan sesuatu yang diduga menyinggung A. Hal itu membuat A pun langsung menusuk MZH. ""Setelah itu adalah omongan kakaknya yang bikin adiknya kurang berkenan sehingga langsung terjadi penusukan,"" terangnya.",Kuningan,"Minggu, 26 Apr 2026 18:01",Pembunuhan,Tinggi,detik.com,https://www.detik.com/sumut/hukum-dan-kriminal/d-8462252/tersinggung-saat-mabuk-bareng-adik-di-semarang-tikam-kakak-hingga-tewas,2026-04-28 13:13:39
21,"Bukan karena Asmara, Ini Motif Pembunuhan di Jalan Sencaki Surabaya","AR alias Man telah ditetapkan sebagai tersangka pembunuh MJ (57). Kasus pembunuhan di Jalan Sencaki, Gang Pragoto, Surabaya ini mulanya diduga dipicu persoalan asmara yang berujung cekcok. Polisi mengungkap fakta baru terkait motif pembunuhan ini. Kasat Reskrim Polrestabes Surabaya AKBP Edy Herwiyanto mengungkapkan bahwa pembunuhan ini diduga dilatarbelakangi peristiwa korban MJ yang terpergok masuk ke rumah pelaku MAN dan masuk ke kamar adiknya yang perempuan. Menurut Edy, AR mengaku emosi karena korban tiba-tiba masuk tanpa permisi ke kamar adiknya hingga diminta keluar. Setelah kejadian itu AR mencari keberadaan korban lalu menusuknya hingga ditemukan tewas di TKP. ""Sepulang dari nyabu dapat info dari adiknya kalau korban sempat masuk ke kamar adiknya dan disuruh keluar, atas info adiknya pelaku marah dan mencari korban. Setelah ketemu langsung melakukan pembacokan dan penusukan terhadap korban,"" ujarnya saat dikonfirmasidetikJatim, Minggu (26/4/2026). Mengenai kebiasaan pelaku yang nyabu, Edy mengungkapkan bahwa berdasarkan keterangan sejumlah saksi, pelaku penusukan ini memang memiliki kebiasaan setiap malam nyabu. Bahkan termasuk sebelum melakukan pembunuhan itu. ""Pelaku punya kebiasaan setiap malam nyabu dan saat sebelum melakukan pembacokan. Menurut keterangan nyabu sama rekannya,"" kata AKBP Edy.",,"Minggu, 26 Apr 2026 15:20",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/berita/d-8462088/bukan-karena-asmara-ini-motif-pembunuhan-di-jalan-sencaki-surabaya,2026-04-28 13:13:43
22,Sederet Fakta Tragedi Suami Bakar Istri di Banyuwangi,"Peristiwa tragis terjadi di Kecamatan Gambiran, Banyuwangi, ketika seorang suami berinisial S (63) diduga nekat membakar istrinya, NK (56), usai cekcok yang dipicu persoalan ekonomi keluarga. Insiden yang terjadi pada Jumat (24/4/2026) malam itu berujung duka, setelah korban meninggal dunia usai menjalani perawatan intensif. Kasus ini kini masih didalami polisi, termasuk kemungkinan perubahan pasal terhadap pelaku. Berikut sederet fakta dari peristiwa tersebut: Polisi mengungkapkan pertengkaran antara korban dan pelaku sudah berlangsung sejak sore hari. ""Keterangan saksi-saksi menyebutkan, sejak Jumat pukul 16.00 WIB itu korban sudah bertengkar dengan suaminya yang merupakan terduga pelaku,"" kata Kapolsek Gambiran AKP Dwi Wijayanto kepadadetikJatim, Sabtu (25/4/2026). ""Pemeriksaan awal diduga pemicu cekcok antara keduanya adalah permasalahan terkait perekonomian di dalam keluarga,"" tambahnya.",Gambiran,"Minggu, 26 Apr 2026 15:00",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/berita/d-8462070/sederet-fakta-tragedi-suami-bakar-istri-di-banyuwangi,2026-04-28 13:13:46
23,Tragedi Suami Bakar Istri di Banyuwangi gegara Peliknya Masalah Ekonomi,"Peristiwa memilukan terjadi di Kecamatan Gambiran, Banyuwangi. Seorang suami berinisial S (63) diduga nekat membakar istrinya, NK (56), usai cekcok berkepanjangan yang dipicu persoalan ekonomi keluarga. Insiden yang terjadi pada Jumat (24/4/2026) malam itu berujung tragis, setelah korban akhirnya meninggal dunia usai menjalani perawatan intensif. Berdasarkan keterangan polisi, pertengkaran antara korban dan pelaku sudah terjadi sejak sore hari. Perselisihan tersebut diduga dipicu masalah ekonomi, termasuk kebutuhan biaya untuk anak mereka yang hendak bekerja ke luar negeri. ""Keterangan saksi-saksi menyebutkan, sejak Jumat pukul 16.00 WIB itu korban sudah bertengkar dengan suaminya yang merupakan terduga pelaku,"" kata Kapolsek Gambiran AKP Dwi Wijayanto kepadadetikJatim, Sabtu (25/4/2026). Dwi menyebut, berdasarkan pemeriksaan awal yang dilakukan petugas, ditengarai motif pembakaran berkaitan kuat dengan masalah ekonomi. ""Pemeriksaan awal diduga pemicu cekcok antara keduanya adalah permasalahan terkait perekonomian di dalam keluarga,"" tambahnya. Informasi serupa juga disampaikan pihak keluarga korban. Kakak kandung korban, Maskurin, menyebut konflik dipicu kebutuhan uang saku anak.",Gambiran,"Minggu, 26 Apr 2026 14:20",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/berita/d-8462011/tragedi-suami-bakar-istri-di-banyuwangi-gegara-peliknya-masalah-ekonomi,2026-04-28 13:13:49
24,Pelaku Pembakaran Istri di Banyuwangi Terancam Pasal Pembunuhan,"S (63), terduga pelaku pembakaran istri di Banyuwangi akan dijerat dengan pasal pembunuhan. Ini dilakukan polisi mengingat korban akhirnya dinyatakan meninggal pada Sabtu (25/4) malam. Kasatreskrim Polresta Banyuwangi Kompol Lanang Teguh Pambudi menyebutkan akan ada perubahan pasal yang dikenakan kepada terduga pelaku. Namun, pihaknya masih mengembangkan penyidikan untuk memastikan penerapan pasal tersebut. ""Pasalnya diubah ke pasal pembunuhan. Tetap di dalam lidik percobaan pembunuhan, di penyidikan pasalnya pembunuhan,"" terang Kompol Lanang, Minggu (26/4/2026). Sejak awal, Lanang bersama tim telah memperkirakan kemungkinan perubahan pasal mengingat kondisi korban yang kritis dan berisiko berubah sewaktu-waktu. ""Korban kebakaran masa kritisnya tidak bisa ditentukan sehingga perubahan pasal sudah diperkirakan sejak awal,"" tambahnya. Namun, terkait dugaan adanya unsur perencanaan, polisi masih belum dapat memastikan. Hal ini karena penyidik masih menunggu keterangan dari terduga pelaku yang belum bisa diajak berkomunikasi.",,"Minggu, 26 Apr 2026 12:30",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/hukum-dan-kriminal/d-8461845/pelaku-pembakaran-istri-di-banyuwangi-terancam-pasal-pembunuhan,2026-04-28 13:13:53
25,Pelaku Pembunuhan di Jalan Sencaki Surabaya Ternyata Buron Kasus Curanmor,"AR alias Man telah ditetapkan sebagai tersangka pelaku pembunuhan MJ (57) di Jalan Sencaki, Gang Pragoto, Surabaya. Selain terbiasa nyabu, AR ternyata diketahui merupakan buron yang masuk dalam Daftar Pencarian Orang (DPO) AR disebut sebagai DPO kasus curanmor. Kasat Reskrim Polrestabes Surabaya AKBP Edy Herwiyanto menuturkan AR memiliki rekam jejak pidana yang tidak hanya mengonsumsi narkotika. Yang bersangkutan ternyata juga masuk DPO alias buron penadah curanmor. ""Yang bersangkutan juga DPO Penadah Curanmor,"" katanya kepadadetikJatim, Minggu (26/4/2026). Eks Kasubdit Tipidkor Ditreskrimsus Polda Jatim itu memastikan bahwa AR saat ini telah ditetapkan tersangka dan ditahan. Dia juga menyebutkan sebelum melancarkan aksinya di kawasan Sencaki Surabaya, AR terlebih dulu mengonsumsi sabu. Bahkan, hal tersebut dilakukan hampir setiap malam. ""Pelaku punya kebiasaan setiap malam nyabu dan saat sebelum melakukan pembacokan, menurut keterangan saksi, nyabu sama rekannya,"" kata Edy. Sebelumnya, MJ tewas usai menjadi korban penusukan di Jalan Sencaki Gang Pragoto 2, Simokerto, Surabaya pada Kamis (23/4) pagi. Korban mengalami luka tusuk di dada kiri dan ditemukan tergeletak bersimbah darah tak jauh dari rumah keluarganya.",,"Minggu, 26 Apr 2026 11:40",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/hukum-dan-kriminal/d-8461817/pelaku-pembunuhan-di-jalan-sencaki-surabaya-ternyata-buron-kasus-curanmor,2026-04-28 13:13:56
26,"Korban Tewas Bom Jelang Pilpres di Kolombia Jadi 14 Orang, 38 Luka-luka","Korban tewas serangan bom di jalananKolombiajelang pemilihan presiden menjadi 14 orang. Setidaknya 38 orang, termasuk lima anak-anak, mengalami luka-luka. Peristiwa tersebut menghancurkan jalan yang sedang ramai di wilayah barat daya Kolombia. Dilansir CNN, Minggu (26/4/2026), insiden tersebut merupakan bagian dari ""gelombang"" serangan teror akhir pekan ini, kata pejabat Kolombia, di tengah kembali meningkatnya kekerasan mematikan di negara itu. ""Sebuah alat peledak diledakkan di Jalan Raya Pan-Amerika, di sektor El TÃºnel, CajibÃ­o, dalam serangan tanpa pandang bulu terhadap warga sipil,"" ujar Gubernur Cauca Octavio GuzmÃ¡n dalam unggahan di X. GuzmÃ¡n kemudian menambahkan bahwa Menteri Pertahanan Kolombia Pedro SÃ¡nchez telah berada di lokasi ledakan untuk membantu ""mengoordinasikan upaya penyelamatan."" Otoritas juga ""memulai dewan keamanan tingkat nasional untuk menangani situasi serius ini,"" katanya. Video yang beredar di media sosial menunjukkan dampak ledakan tersebut, dengan kawah besar menganga di tengah jalan. Mobil, truk, dan bus yang hancur serta tertutup debu dan puing berserakan di sekitar lokasi, bersama jasad para korban.",,"Minggu, 26 Apr 2026 08:46",Pembunuhan,Tinggi,detik.com,https://news.detik.com/internasional/d-8461672/korban-tewas-bom-jelang-pilpres-di-kolombia-jadi-14-orang-38-luka-luka,2026-04-28 13:14:08
27,Sebelum Tusuk Korban di Jalan Sencaki Surabaya Pelaku Nyabu Dulu,"Polisi telah menetapkan AR alias Man sebagai tersangka pembunuhan MJ (57) dan sudah menahannya. Terungkap bahwa sebelum melakukan penusukan terhadap MJ, AR lebih dulu nyabu. ""Pelaku punya kebiasaan setiap malam nyabu dan saat sebelum melakukan pembacokan. Menurut keterangan nyabu sama rekannya,"" kata Kasat Reskrim Polrestabes Surabaya AKBP Edy Herwiyanto saat dikonfirmasidetikJatim, Minggu (26/4/2026). Edy menjelaskan AR emosi karena korban sempat masuk ke kamar adiknya dan diminta keluar. Usai hal itu, AR mencari keberadaan korban lalu menusuknya hingga ditemukan tewas di TKP. ""Sepulang dari nyabu dapat info dari adiknya kalau korban sempat masuk ke kamar adiknya dan disuruh keluar, atas info adiknya pelaku marah dan mencari korban. Setelah ketemu langsung melakukan pembacokan dan penusukan terhadap korban,"" ujarnya. Sebelumnya, MJ tewas usai menjadi korban penusukan di Jalan Sencaki Gang Pragoto 2, Simokerto, Surabaya pada Kamis (23/4) pagi. Korban mengalami luka tusuk di dada kiri dan ditemukan tergeletak bersimbah darah tak jauh dari rumah keluarganya. Menurut keterangan adik sepupu korban, Iwan (34), keributan pertama pecah sekitar pukul 05.00 WIB. Saat itu korban disebut sempat terlibat perkelahian dengan pihak yang diduga berkaitan dengan pelaku utama.",,"Minggu, 26 Apr 2026 08:40",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/hukum-dan-kriminal/d-8461615/sebelum-tusuk-korban-di-jalan-sencaki-surabaya-pelaku-nyabu-dulu,2026-04-28 13:14:11
28,Tragedi Pilu Wanita Dilaporkan Hilang di Wisma Umega Soppeng,"Nasib tragis dialami wanita berinisial NI (25) di Wisma Umega, Kabupaten Soppeng, Sulawesi Selatan (Sulsel). Wanita malang itu tewas dibunuh mantan pacarnya, BA (25) di wisman tersebut kemudian mayatnya dibuang ke kebun jati. Polisi telah melakukan rekonstruksi kasus kematian NI pada Rabu (22/4). Proses rekonstruksi dilakukan di dua tempat berbeda yakni di Wisma Umega, Desa Timusu, Kecamatan Liliriaja, dan di kebun jati Dusun Congko, Desa Congko, Kecamatan Marioriwawo. ""Kita sudah lakukan rekonstruksi. Yang direncanakan 31 adegan, namun ada beberapa tambahan berdasarkan fakta-fakta saat rekonstruksi,"" ujar Kasat Reskrim Polres Soppeng AKP Dodie Ramaputra kepadadetikSulsel, Sabtu (25/4/2026). Dodie kemudian mengungkap kronologi pembunuhan yang dialami korban. Dia mengatakan korban dan pelaku awalnya datang ke Wisma Umega pada 28 Februari 2026. Mereka menyewa kamar hingga terlibat perselisihan terkait gelang emas korban yang hilang. ""Gelang emas korban diambil oleh pelaku. Korban terus mendesak tersangka untuk mengakui dan mengembalikan gelang emas tersebut, hingga akhirnya tersangka mengakui telah mengambil dan menjualnya,"" bebernya.",Soppeng,"Minggu, 26 Apr 2026 08:00",Pembunuhan,Tinggi,detik.com,https://www.detik.com/sulsel/hukum-dan-kriminal/d-8461486/tragedi-pilu-wanita-dilaporkan-hilang-di-wisma-umega-soppeng,2026-04-28 13:14:15
29,"Sudah Kritis, Suami di Banyuwangi Bakar Istri Terancam Pasal Berlapis","Sularni (63), suami yang tega membakar istrinya hidup-hidup di Kecamatan Gambiran, Banyuwangi, kini tengah menjalani perawatan intensif akibat luka bakar 80 persen. Meski kondisinya kritis, jerat hukum dipastikan tetap menanti pria yang berprofesi sebagai pemilik bengkel motor tersebut. Polresta Banyuwangi telah menyiapkan pasal berlapis untuk menjerat tindakan keji Sularni. Kasatreskrim Polresta Banyuwangi, Kompol Lanang Teguh Pambudi, menyatakan pelaku terancam hukuman hingga 12 tahun penjara. ""Ada dua pasal yang kami terapkan untuk saat ini. Ada Pasal 44 ayat 2 juncto Pasal 5 huruf a UU RI tentang Penghapusan Kekerasan Dalam Rumah Tangga (KDRT), serta Pasal 48 ayat 2 juncto Pasal 17 UU RI No 1 Tahun 2023. Ancaman hukumannya 12 tahun penjara,"" tegas Lanang, Sabtu (25/4/2026). Pihak kepolisian saat ini tengah mendalami apakah aksi pembakaran tersebut telah direncanakan sebelumnya. Salah satu petunjuk kuat yang ditemukan penyidik adalah kondisi pintu rumah yang dikunci oleh pelaku saat kejadian. Diduga, hal itu sengaja dilakukan Sularni agar sang istri, Nur Khasanah (53), tidak bisa melarikan diri saat api mulai menyulut tubuhnya.",Gambiran,"Sabtu, 25 Apr 2026 21:45",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jatim/hukum-dan-kriminal/d-8461366/sudah-kritis-suami-di-banyuwangi-bakar-istri-terancam-pasal-berlapis,2026-04-28 13:14:18
